PERMNO,date,TICKER,PRC,ewretd
91233,20060906,MA,58.88,-0.012579
91233,20060907,MA,60.12,-0.005234
91233,20060908,MA,59.75,0.001332
91233,20060911,MA,61.87,-0.004027
91233,20060912,MA,62.1,0.011914
91233,20060913,MA,61.35,0.006698
91233,20060914,MA,62.79,-0.001893
91233,20060915,MA,64.97,0.001515
91233,20060918,MA,65.12,0.001479
91233,20060919,MA,64.84,-0.003654
91233,20060920,MA,66.55,0.00492
91233,20060921,MA,69.05,-0.00389
91233,20060922,MA,65.93,-0.00544
91233,20060925,MA,64.4,0.004576
91233,20060926,MA,66,0.003932
91233,20060927,MA,67.84,0.00368
91233,20060928,MA,68.65,0.001176
91233,20060929,MA,70.35,-0.001974
91233,20061002,MA,69.96,-0.005594
91233,20061003,MA,69.68,-0.003132
91233,20061004,MA,69.62,0.01091
91233,20061005,MA,72.59,0.008536
91233,20061006,MA,75.15,-0.00143
91233,20061009,MA,72.8,0.003724
91233,20061010,MA,71.91,0.002689
91233,20061011,MA,69.5,-0.002578
91233,20061012,MA,70.41,0.012753
91233,20061013,MA,70.09,0.005475
91233,20061016,MA,71.3,0.00751
91233,20061017,MA,69.5,-0.004043
91233,20061018,MA,70.45,0.000516
91233,20061019,MA,72.33,0.004938
91233,20061020,MA,71.22,-0.002823
91233,20061023,MA,70.25,0.001172
91233,20061024,MA,71.2,0.00019
91233,20061025,MA,70.75,0.004211
91233,20061026,MA,72.2,0.006882
91233,20061027,MA,72.64,-0.005486
91233,20061030,MA,72.54,0.001295
91233,20061031,MA,74.1,0.000668
91233,20061101,MA,85.07,-0.01009
91233,20061102,MA,87.6,-0.002943
91233,20061103,MA,89.51,0.002871
91233,20061106,MA,96.3,0.009337
91233,20061107,MA,92.5,0.001225
91233,20061108,MA,88.44,0.003894
91233,20061109,MA,88.2,-0.00396
91233,20061110,MA,89.2,0.00367
91233,20061113,MA,96.55,0.003079
91233,20061114,MA,95.2,0.008046
91233,20061115,MA,95.3,0.005532
91233,20061116,MA,94.52,0.000185
91233,20061117,MA,94.79,-0.000954
91233,20061120,MA,96.19,0.001416
91233,20061121,MA,100.6,0.003135
91233,20061122,MA,103.26,0.003233
91233,20061124,MA,105.48,0.001694
91233,20061127,MA,98.99,-0.014156
91233,20061128,MA,100.75,0.002724
91233,20061129,MA,99.2,0.00972
91233,20061130,MA,101.75,0.004401
91233,20061201,MA,101.17,-0.002653
91233,20061204,MA,100.08,0.009365
91233,20061205,MA,99.25,0.003597
91233,20061206,MA,99.13,0.000116
91233,20061207,MA,99.68,-0.001337
91233,20061208,MA,100.1,0.000435
91233,20061211,MA,99.1,0.000909
91233,20061212,MA,95.75,-0.003558
91233,20061213,MA,95.77,0.000337
91233,20061214,MA,95.6,0.004441
91233,20061215,MA,96.19,-0.000502
91233,20061218,MA,92.9,-0.007152
91233,20061219,MA,97.4,-0.00005
91233,20061220,MA,97.51,0.00235
91233,20061221,MA,95.71,-0.001329
91233,20061222,MA,96.35,-0.00063
91233,20061226,MA,95.14,0.004164
91233,20061227,MA,99.37,0.008709
91233,20061228,MA,98.96,-0.000452
91233,20061229,MA,98.49,-0.001133
91233,20070103,MA,96.41,-0.000159
91233,20070104,MA,101.14,0.000591
91233,20070105,MA,101.06,-0.009809
91233,20070108,MA,101.08,0.001731
91233,20070109,MA,105.74,0.000262
91233,20070110,MA,104.74,0.001338
91233,20070111,MA,105.5,0.00776
91233,20070112,MA,105.25,0.006821
91233,20070116,MA,106,0.000561
91233,20070117,MA,109.04,-0.000106
91233,20070118,MA,102.49,-0.007338
91233,20070119,MA,105.03,0.005339
91233,20070122,MA,107.61,-0.004337
91233,20070123,MA,108.41,0.0062
91233,20070124,MA,111.42,0.006918
91233,20070125,MA,107.87,-0.007872
91233,20070126,MA,108.52,0.003034
91233,20070129,MA,109.74,0.003428
91233,20070130,MA,110.75,0.005123
91233,20070131,MA,111.55,0.00352
91233,20070201,MA,111.92,0.006416
91233,20070202,MA,110.96,0.002299
91233,20070205,MA,110.25,-0.001074
91233,20070206,MA,110.55,0.003197
91233,20070207,MA,111.9,0.003716
91233,20070208,MA,114.74,0.001075
91233,20070209,MA,103.6,-0.004901
91233,20070212,MA,102.08,-0.002915
91233,20070213,MA,104.69,0.005359
91233,20070214,MA,108.02,0.004639
91233,20070215,MA,108.04,0.001444
91233,20070216,MA,108.32,0.00264
91233,20070220,MA,107.82,0.005982
91233,20070221,MA,107.29,0.001667
91233,20070222,MA,105.9,0.002277
91233,20070223,MA,104.57,0.000068
91233,20070226,MA,104.06,-0.00108
91233,20070227,MA,103,-0.031231
91233,20070228,MA,107.18,0.003802
91233,20070301,MA,106.29,-0.004932
91233,20070302,MA,103.06,-0.011435
91233,20070305,MA,100.94,-0.017184
91233,20070306,MA,103.99,0.017683
91233,20070307,MA,99.72,0.000064
91233,20070308,MA,102.76,0.005598
91233,20070309,MA,102.36,0.001708
91233,20070312,MA,103.25,0.004002
91233,20070313,MA,103.86,-0.017483
91233,20070314,MA,105.5,0.00228
91233,20070315,MA,105.26,0.006076
91233,20070316,MA,105.27,-0.003144
91233,20070319,MA,106.89,0.007394
91233,20070320,MA,107.49,0.005634
91233,20070321,MA,110.7,0.012048
91233,20070322,MA,109.57,0.002375
91233,20070323,MA,109.86,0.002268
91233,20070326,MA,108.48,0.00005
91233,20070327,MA,107.25,-0.004883
91233,20070328,MA,106.68,-0.004442
91233,20070329,MA,107.19,0.00198
91233,20070330,MA,106.24,0.002461
91233,20070402,MA,106.96,0.002025
91233,20070403,MA,108.53,0.006778
91233,20070404,MA,107.21,0.001204
91233,20070405,MA,108.01,0.003187
91233,20070409,MA,108.34,0.000858
91233,20070410,MA,110.01,0.002476
91233,20070411,MA,109.81,-0.004224
91233,20070412,MA,109.82,0.00578
91233,20070413,MA,109.4,0.005191
91233,20070416,MA,109.4,0.009227
91233,20070417,MA,109.65,-0.000892
91233,20070418,MA,109.21,-0.000862
91233,20070419,MA,109.33,-0.004174
91233,20070420,MA,110.1,0.00788
91233,20070423,MA,110.04,-0.000693
91233,20070424,MA,108.1,-0.001111
91233,20070425,MA,109.34,0.005081
91233,20070426,MA,108.56,-0.00009
91233,20070427,MA,114.1,-0.001686
91233,20070430,MA,111.68,-0.008639
91233,20070501,MA,114.85,-0.000804
91233,20070502,MA,126.35,0.00914
91233,20070503,MA,134.82001,0.001993
91233,20070504,MA,134.66,0.00265
91233,20070507,MA,134.11,0.000893
91233,20070508,MA,137.05,-0.002055
91233,20070509,MA,139.55,0.003003
91233,20070510,MA,138.82001,-0.013007
91233,20070511,MA,138.83,0.008263
91233,20070514,MA,135.35001,-0.004631
91233,20070515,MA,135.44,-0.006056
91233,20070516,MA,136.19,0.002548
91233,20070517,MA,136.09,-0.002035
91233,20070518,MA,138.05,0.005646
91233,20070521,MA,139.50999,0.00599
91233,20070522,MA,138.73,0.004045
91233,20070523,MA,140.13,-0.000894
91233,20070524,MA,138.98,-0.011304
91233,20070525,MA,139.07001,0.006418
91233,20070529,MA,144.06,0.004874
91233,20070530,MA,147.13,0.004318
91233,20070531,MA,149.55,0.004507
91233,20070601,MA,151.10001,0.005396
91233,20070604,MA,151.25,0.002545
91233,20070605,MA,149.2,-0.00357
91233,20070606,MA,147.02,-0.007294
91233,20070607,MA,139.41,-0.01422
91233,20070608,MA,143.58,0.006328
91233,20070611,MA,141.60001,0.000193
91233,20070612,MA,145.31,-0.010319
91233,20070613,MA,150.3,0.008852
91233,20070614,MA,150.28999,0.004925
91233,20070615,MA,157.64999,0.007951
91233,20070618,MA,164.62,0.000237
91233,20070619,MA,165.27,0.002899
91233,20070620,MA,163.46001,-0.008315
91233,20070621,MA,164.69,0.002338
91233,20070622,MA,168.42999,-0.005932
91233,20070625,MA,161.95,-0.006476
91233,20070626,MA,161.82001,-0.003078
91233,20070627,MA,163.03,0.008031
91233,20070628,MA,164.78,0.002357
91233,20070629,MA,165.87,0.000124
91233,20070702,MA,166.17999,0.008541
91233,20070703,MA,162.21001,0.002199
91233,20070705,MA,161.71001,0.001641
91233,20070706,MA,161.89999,0.003896
91233,20070709,MA,161.22,0.002156
91233,20070710,MA,158.35001,-0.010451
91233,20070711,MA,156.35001,0.002479
91233,20070712,MA,167.87,0.010693
91233,20070713,MA,169.21001,0.001082
91233,20070716,MA,169.71001,-0.004465
91233,20070717,MA,169.24001,0.00006
91233,20070718,MA,168.83,-0.003549
91233,20070719,MA,167.42999,0.005587
91233,20070720,MA,165.28,-0.009234
91233,20070723,MA,167.60001,-0.000493
91233,20070724,MA,158.77,-0.019044
91233,20070725,MA,161.10001,-0.002476
91233,20070726,MA,158.72,-0.021884
91233,20070727,MA,154.03,-0.010659
91233,20070730,MA,164.59,0.004439
91233,20070731,MA,160.8,-0.003866
91233,20070801,MA,150,-0.005684
91233,20070802,MA,142.62,0.004093
91233,20070803,MA,131.25999,-0.022608
91233,20070806,MA,137.62,0.000292
91233,20070807,MA,144.27,0.005444
91233,20070808,MA,148.02,0.01773
91233,20070809,MA,141.28,-0.015539
91233,20070810,MA,138.39999,-0.000983
91233,20070813,MA,136.59,-0.001632
91233,20070814,MA,133.52,-0.017482
91233,20070815,MA,129.03999,-0.016756
91233,20070816,MA,130,-0.003934
91233,20070817,MA,137,0.021044
91233,20070820,MA,137.89999,0.004
91233,20070821,MA,140.16,0.003189
91233,20070822,MA,144.82001,0.013399
91233,20070823,MA,142.28999,-0.002708
91233,20070824,MA,139.83,0.009734
91233,20070827,MA,138.25,-0.004717
91233,20070828,MA,132.12,-0.018346
91233,20070829,MA,133.42,0.016636
91233,20070830,MA,132.47,-0.002015
91233,20070831,MA,136.99001,0.012035
91233,20070904,MA,138.24001,0.008003
91233,20070905,MA,135.56,-0.007605
91233,20070906,MA,134.77,0.003937
91233,20070907,MA,130.21001,-0.012456
91233,20070910,MA,129.71001,-0.005696
91233,20070911,MA,132.17,0.009619
91233,20070912,MA,136.83,-0.001838
91233,20070913,MA,139.5,0.001737
91233,20070914,MA,137.85001,0.00202
91233,20070917,MA,136.72,-0.007233
91233,20070918,MA,145.81,0.023126
91233,20070919,MA,149.5,0.008313
91233,20070920,MA,149.50999,-0.004041
91233,20070921,MA,146.56,0.004343
91233,20070924,MA,142.25999,-0.004006
91233,20070925,MA,142.99001,-0.002189
91233,20070926,MA,142.85001,0.005468
91233,20070927,MA,148,0.006289
91233,20070928,MA,147.97,-0.001759
91233,20071001,MA,153.37,0.01251
91233,20071002,MA,152.98,0.004613
91233,20071003,MA,156.94,-0.003678
91233,20071004,MA,161.55,0.003147
91233,20071005,MA,162.46001,0.012578
91233,20071008,MA,162.36,-0.00233
91233,20071009,MA,162.69,0.006015
91233,20071010,MA,164.82001,0.001133
91233,20071011,MA,161.84,-0.007075
91233,20071012,MA,163.21001,0.005038
91233,20071015,MA,157.91,-0.008211
91233,20071016,MA,155.60001,-0.006445
91233,20071017,MA,154.61,0.001282
91233,20071018,MA,153.72,0.000275
91233,20071019,MA,151.60001,-0.020862
91233,20071022,MA,146.59,0.003888
91233,20071023,MA,148.33,0.007452
91233,20071024,MA,147.3,-0.004885
91233,20071025,MA,151.38,-0.002178
91233,20071026,MA,157.03,0.010359
91233,20071029,MA,157.35001,0.002905
91233,20071030,MA,157.14999,-0.005777
91233,20071031,MA,189.91,0.009573
91233,20071101,MA,189.47501,-0.02411
91233,20071102,MA,190.03999,-0.000496
91233,20071105,MA,185.92999,-0.009896
91233,20071106,MA,199.39999,0.006438
91233,20071107,MA,199.48,-0.022753
91233,20071108,MA,191.44,-0.001326
91233,20071109,MA,193,-0.010192
91233,20071112,MA,181.88,-0.011189
91233,20071113,MA,188.81,0.018369
91233,20071114,MA,186.77,-0.004734
91233,20071115,MA,184.88,-0.011762
91233,20071116,MA,184.87,-0.001511
91233,20071119,MA,181.89999,-0.020127
91233,20071120,MA,182.12,-0.003493
91233,20071121,MA,180.92,-0.01139
91233,20071123,MA,181.10001,0.015283
91233,20071126,MA,181.21001,-0.016998
91233,20071127,MA,183.86,0.003977
91233,20071128,MA,195.60001,0.024263
91233,20071129,MA,197.74001,-0.000088
91233,20071130,MA,200.64999,0.00704
91233,20071203,MA,201.88,-0.006714
91233,20071204,MA,195.78999,-0.007345
91233,20071205,MA,200.07001,0.010811
91233,20071206,MA,206.02,0.016994
91233,20071207,MA,209.60001,0.002029
91233,20071210,MA,215.46001,0.005163
91233,20071211,MA,217.5,-0.020362
91233,20071212,MA,213.89999,0.002328
91233,20071213,MA,223.2,-0.005211
91233,20071214,MA,216.56,-0.013185
91233,20071217,MA,204.92999,-0.017896
91233,20071218,MA,201.77,0.007592
91233,20071219,MA,212.34,0.000468
91233,20071220,MA,206.75,0.00577
91233,20071221,MA,212.35001,0.015064
91233,20071224,MA,212.12,0.009065
91233,20071226,MA,209.48,0.003201
91233,20071227,MA,210.03,-0.014165
91233,20071228,MA,210,-0.000388
91233,20071231,MA,215.2,0.001093
91233,20080102,MA,214.67999,-0.00658
91233,20080103,MA,212.12,-0.004544
91233,20080104,MA,201.19,-0.022417
91233,20080107,MA,200.50999,-0.001854
91233,20080108,MA,198,-0.014033
91233,20080109,MA,196.58,-0.000434
91233,20080110,MA,195.99001,0.009699
91233,20080111,MA,179.17,-0.011295
91233,20080114,MA,178.22,0.007797
91233,20080115,MA,175,-0.018427
91233,20080116,MA,175.53,-0.000088
91233,20080117,MA,176.88,-0.021596
91233,20080118,MA,174.62,-0.007317
91233,20080122,MA,182.17,-0.010336
91233,20080123,MA,192.59,0.018216
91233,20080124,MA,191.78,0.011073
91233,20080125,MA,193.42999,-0.00154
91233,20080128,MA,189,0.013508
91233,20080129,MA,191.46001,0.007683
91233,20080130,MA,189,-0.002545
91233,20080131,MA,207,0.015154
91233,20080201,MA,215.42,0.015751
91233,20080204,MA,216,-0.003026
91233,20080205,MA,206.78,-0.021564
91233,20080206,MA,204.95,-0.007234
91233,20080207,MA,200.88,0.00519
91233,20080208,MA,205.61,-0.002751
91233,20080211,MA,206.11,0.002814
91233,20080212,MA,204,0.004114
91233,20080213,MA,204.75999,0.01317
91233,20080214,MA,202.23,-0.013637
91233,20080215,MA,206,-0.004058
91233,20080219,MA,204.2,0.002554
91233,20080220,MA,208.22,0.005108
91233,20080221,MA,204.48,-0.009669
91233,20080222,MA,203.48,0.000398
91233,20080225,MA,198.45,0.013327
91233,20080226,MA,195.88,0.009598
91233,20080227,MA,191.19,-0.000004
91233,20080228,MA,194.7,-0.008707
91233,20080229,MA,190,-0.020156
91233,20080303,MA,188.56,-0.005173
91233,20080304,MA,192.47,-0.006713
91233,20080305,MA,191,0.003282
91233,20080306,MA,189.99001,-0.021415
91233,20080307,MA,192.50999,-0.00765
91233,20080310,MA,191.5,-0.020818
91233,20080311,MA,195.84,0.027089
91233,20080312,MA,203.89999,-0.004185
91233,20080313,MA,209.72,0.007472
91233,20080314,MA,208.64999,-0.018156
91233,20080317,MA,201.52,-0.020958
91233,20080318,MA,210.25,0.028541
91233,20080319,MA,208.39,-0.017066
91233,20080320,MA,220.38,0.014587
91233,20080324,MA,216.5,0.02172
91233,20080325,MA,224.98,0.010894
91233,20080326,MA,222.85001,-0.002748
91233,20080327,MA,220.7,-0.004629
91233,20080328,MA,217.60001,-0.007239
91233,20080331,MA,222.99001,0.005286
91233,20080401,MA,229.60001,0.020949
91233,20080402,MA,223.75,0.003264
91233,20080403,MA,231.25,0.001723
91233,20080404,MA,226.57001,0.00279
91233,20080407,MA,226.25,0.001831
91233,20080408,MA,231.47,-0.002678
91233,20080409,MA,228.75,-0.011449
91233,20080410,MA,228.92,0.00507
91233,20080411,MA,228.60001,-0.015648
91233,20080414,MA,227.10001,-0.00439
91233,20080415,MA,224.67999,0.002152
91233,20080416,MA,230.47,0.017917
91233,20080417,MA,230.5,-0.001984
91233,20080418,MA,233.71001,0.01248
91233,20080421,MA,236,-0.001554
91233,20080422,MA,234.62,-0.01282
91233,20080423,MA,233.94,0.002103
91233,20080424,MA,239.55,0.007875
91233,20080425,MA,237.39,0.0057
91233,20080428,MA,242.5,0.003713
91233,20080429,MA,273.98001,-0.004852
91233,20080430,MA,278.16,0.00172
91233,20080501,MA,293.94,0.010972
91233,20080502,MA,285.04001,0.000372
91233,20080505,MA,290.79999,-0.001149
91233,20080506,MA,296.01999,0.006279
91233,20080507,MA,291.01001,-0.011596
91233,20080508,MA,293.41,0.002007
91233,20080509,MA,286.85001,-0.000632
91233,20080512,MA,290.26001,0.0108
91233,20080513,MA,288.79999,0.002637
91233,20080514,MA,286.45999,0.002006
91233,20080515,MA,286.76999,0.008123
91233,20080516,MA,283.39999,0.001134
91233,20080519,MA,280,-0.000465
91233,20080520,MA,277.64999,-0.003441
91233,20080521,MA,278.64999,-0.00903
91233,20080522,MA,275.89999,0.003284
91233,20080523,MA,273.22,-0.007284
91233,20080527,MA,278.76001,0.006128
91233,20080528,MA,286.89001,0.003516
91233,20080529,MA,309,0.005273
91233,20080530,MA,308.64999,0.004897
91233,20080602,MA,320,-0.008327
91233,20080603,MA,307.39999,-0.001827
91233,20080604,MA,297.39999,0.00137
91233,20080605,MA,306.16,0.014712
91233,20080606,MA,295.73001,-0.019843
91233,20080609,MA,291.39999,-0.007748
91233,20080610,MA,286.04999,-0.005347
91233,20080611,MA,279.20999,-0.01496
91233,20080612,MA,284.39999,0.001061
91233,20080613,MA,292.45999,0.012216
91233,20080616,MA,294.47,0.005438
91233,20080617,MA,292.20999,-0.004316
91233,20080618,MA,293.09,-0.008334
91233,20080619,MA,292.60001,0.002759
91233,20080620,MA,284.01001,-0.013799
91233,20080623,MA,282.51999,-0.008986
91233,20080624,MA,280.37,-0.009818
91233,20080625,MA,289.79001,0.007374
91233,20080626,MA,275.73001,-0.01921
91233,20080627,MA,271.72,-0.005735
91233,20080630,MA,265.51999,-0.005703
91233,20080701,MA,263.35001,-0.006281
91233,20080702,MA,255.49001,-0.018104
91233,20080703,MA,253.74001,-0.006058
91233,20080707,MA,246.10001,-0.011638
91233,20080708,MA,264.25,0.018354
91233,20080709,MA,251.25,-0.014158
91233,20080710,MA,253.2,0.002293
91233,20080711,MA,257.35001,-0.003134
91233,20080714,MA,257.5,-0.012314
91233,20080715,MA,250.37,-0.009188
91233,20080716,MA,271.20001,0.026523
91233,20080717,MA,286,0.016424
91233,20080718,MA,280.85999,0.000886
91233,20080721,MA,267.89999,0.006922
91233,20080722,MA,273.85001,0.015198
91233,20080723,MA,271,0.006601
91233,20080724,MA,258.48001,-0.018608
91233,20080725,MA,263.54999,0.006381
91233,20080728,MA,253.7,-0.013748
91233,20080729,MA,262.10001,0.016848
91233,20080730,MA,270.73001,0.006791
91233,20080731,MA,244.14999,-0.002699
91233,20080801,MA,237.27,-0.000643
91233,20080804,MA,230.92,-0.012175
91233,20080805,MA,237.11,0.013529
91233,20080806,MA,232,0.006614
91233,20080807,MA,225,-0.012514
91233,20080808,MA,232.13,0.015856
91233,20080811,MA,235.14999,0.010688
91233,20080812,MA,230.92,-0.005649
91233,20080813,MA,233.5,0.002639
91233,20080814,MA,235.88,0.006583
91233,20080815,MA,238.95,-0.00084
91233,20080818,MA,237.91,-0.009901
91233,20080819,MA,238.57001,-0.011698
91233,20080820,MA,243.32001,0.002737
91233,20080821,MA,241.25999,-0.002198
91233,20080822,MA,241.64,0.009552
91233,20080825,MA,234.2,-0.015097
91233,20080826,MA,236.75,0.002901
91233,20080827,MA,236.97,0.008219
91233,20080828,MA,242.48,0.013386
91233,20080829,MA,242.55,-0.003383
91233,20080902,MA,239.2,-0.003504
91233,20080903,MA,229.63,-0.000438
91233,20080904,MA,216.03,-0.021585
91233,20080905,MA,221.44,-0.000287
91233,20080908,MA,219.41,0.007695
91233,20080909,MA,206.7,-0.028931
91233,20080910,MA,213.32001,0.003563
91233,20080911,MA,225.60001,-0.002843
91233,20080912,MA,223.82001,0.004946
91233,20080915,MA,211.77,-0.039339
91233,20080916,MA,214.81,0.003425
91233,20080917,MA,196,-0.040852
91233,20080918,MA,208.53,0.041546
91233,20080919,MA,225.17999,0.04956
91233,20080922,MA,202.38,-0.026831
91233,20080923,MA,198,-0.012835
91233,20080924,MA,194.35001,-0.009146
91233,20080925,MA,190.36,0.008866
91233,20080926,MA,185.07001,-0.008251
91233,20080929,MA,168.03,-0.061273
91233,20080930,MA,177.33,0.027763
91233,20081001,MA,171.34,-0.004615
91233,20081002,MA,160.13,-0.039095
91233,20081003,MA,160.2,-0.016888
91233,20081006,MA,167.41,-0.059322
91233,20081007,MA,158.7,-0.047021
91233,20081008,MA,163.53999,-0.026835
91233,20081009,MA,155.7,-0.063671
91233,20081010,MA,151.71001,-0.006462
91233,20081013,MA,173.60001,0.107422
91233,20081014,MA,174.07001,-0.001674
91233,20081015,MA,153.55,-0.070781
91233,20081016,MA,156.67999,0.029535
91233,20081017,MA,156.75,0.00163
91233,20081020,MA,150.14,0.035555
91233,20081021,MA,149.78,-0.020675
91233,20081022,MA,140.92999,-0.048848
91233,20081023,MA,136,-0.020278
91233,20081024,MA,130.62,-0.031303
91233,20081027,MA,126.35,-0.035385
91233,20081028,MA,136.00999,0.050386
91233,20081029,MA,135.73,0.021629
91233,20081030,MA,140.06,0.035643
91233,20081031,MA,147.82001,0.033921
91233,20081103,MA,143.89,0.008679
91233,20081104,MA,170.24001,0.026558
91233,20081105,MA,155.87,-0.037383
91233,20081106,MA,143.3,-0.038082
91233,20081107,MA,147.73,0.014462
91233,20081110,MA,142.85001,-0.01919
91233,20081111,MA,141.5,-0.028206
91233,20081112,MA,136.47,-0.053999
91233,20081113,MA,146.99001,0.04847
91233,20081114,MA,143.67999,-0.039602
91233,20081117,MA,135.74001,-0.022056
91233,20081118,MA,141.39999,-0.010726
91233,20081119,MA,129.53999,-0.064334
91233,20081120,MA,121.09,-0.06704
91233,20081121,MA,126.54,0.033462
91233,20081124,MA,131.47,0.063643
91233,20081125,MA,139.06,0.015473
91233,20081126,MA,145.56,0.052113
91233,20081128,MA,145.3,0.020016
91233,20081201,MA,130.99001,-0.07824
91233,20081202,MA,133.97,0.035206
91233,20081203,MA,137.94,0.014731
91233,20081204,MA,133.27,-0.02185
91233,20081205,MA,140.12,0.026043
91233,20081208,MA,147.3,0.037923
91233,20081209,MA,143.21001,-0.014899
91233,20081210,MA,145,0.022018
91233,20081211,MA,138.36,-0.026441
91233,20081212,MA,138.81,0.017837
91233,20081215,MA,139.28999,-0.019337
91233,20081216,MA,148.10001,0.046643
91233,20081217,MA,148.67999,0.010979
91233,20081218,MA,148.81,-0.011857
91233,20081219,MA,152.34,0.003826
91233,20081222,MA,145.2,-0.012689
91233,20081223,MA,141.62,-0.007736
91233,20081224,MA,142.23,0.005042
91233,20081226,MA,140.92999,0.011107
91233,20081229,MA,139.34,-0.015163
91233,20081230,MA,139.09,0.021418
91233,20081231,MA,142.92999,0.034456
91233,20090102,MA,149.78,0.038274
91233,20090105,MA,153.25999,0.016764
91233,20090106,MA,162.02,0.033647
91233,20090107,MA,152.07001,-0.022271
91233,20090108,MA,152.78,0.011896
91233,20090109,MA,150.03999,-0.018748
91233,20090112,MA,148.03999,-0.026589
91233,20090113,MA,150.44,0.003554
91233,20090114,MA,145.3,-0.035065
91233,20090115,MA,130.3,0.00563
91233,20090116,MA,128.22,0.008792
91233,20090120,MA,119.18,-0.051506
91233,20090121,MA,132.10001,0.036151
91233,20090122,MA,128.85001,-0.02196
91233,20090123,MA,125.45,0.003373
91233,20090126,MA,123.12,0.010067
91233,20090127,MA,126.76,0.010037
91233,20090128,MA,133.66,0.030523
91233,20090129,MA,129.09,-0.02889
91233,20090130,MA,135.78,-0.012829
91233,20090202,MA,136.98,0.001559
91233,20090203,MA,139.7,0.008983
91233,20090204,MA,140.14999,-0.004053
91233,20090205,MA,159.84,0.011978
91233,20090206,MA,162.5,0.026723
91233,20090209,MA,162.02,0.000768
91233,20090210,MA,157.97,-0.035051
91233,20090211,MA,163.98,0.004636
91233,20090212,MA,161.8,-0.000766
91233,20090213,MA,161.89999,-0.002111
91233,20090217,MA,155.09,-0.041883
91233,20090218,MA,159.03999,-0.011621
91233,20090219,MA,154.55,-0.015135
91233,20090220,MA,158.00999,-0.02002
91233,20090223,MA,152.58,-0.030842
91233,20090224,MA,161.27,0.03775
91233,20090225,MA,162.57001,-0.015518
91233,20090226,MA,155.7,-0.007036
91233,20090227,MA,158.03,-0.010451
91233,20090302,MA,150.63,-0.055698
91233,20090303,MA,151.00999,-0.013924
91233,20090304,MA,150.48,0.02968
91233,20090305,MA,146.92,-0.049091
91233,20090306,MA,142.44,-0.002234
91233,20090309,MA,142.44,-0.016324
91233,20090310,MA,148.48,0.06263
91233,20090311,MA,147.84,0.005505
91233,20090312,MA,157.07001,0.05127
91233,20090313,MA,158.31,0.009588
91233,20090316,MA,153.69,0.001275
91233,20090317,MA,162.38,0.030369
91233,20090318,MA,159.75,0.034165
91233,20090319,MA,154.10001,0.00767
91233,20090320,MA,155.53,-0.014139
91233,20090323,MA,162.89,0.064792
91233,20090324,MA,162.88,-0.016054
91233,20090325,MA,164.53,0.017815
91233,20090326,MA,169.88,0.035827
91233,20090327,MA,167.47,-0.021526
91233,20090330,MA,163.05,-0.031869
91233,20090331,MA,167.48,0.020144
91233,20090401,MA,160.08,0.015828
91233,20090402,MA,165.66,0.039004
91233,20090403,MA,174.05,0.012703
91233,20090406,MA,171.53,-0.007213
91233,20090407,MA,165.75999,-0.020098
91233,20090408,MA,167.33,0.017512
91233,20090409,MA,172.46001,0.04586
91233,20090413,MA,176.06,0.007468
91233,20090414,MA,166.10001,-0.012727
91233,20090415,MA,165.46001,0.013648
91233,20090416,MA,161.7,0.020373
91233,20090417,MA,163.06,0.013755
91233,20090420,MA,151.85001,-0.042003
91233,20090421,MA,164.37,0.02902
91233,20090422,MA,160.77,0.005406
91233,20090423,MA,165.25,0.001729
91233,20090424,MA,173.09,0.021507
91233,20090427,MA,165.55,-0.01169
91233,20090428,MA,167.53999,0.005018
91233,20090429,MA,178.21001,0.028567
91233,20090430,MA,183.45,0.004244
91233,20090501,MA,172.89999,0.008472
91233,20090504,MA,178.99001,0.037638
91233,20090505,MA,183.41,0.002787
91233,20090506,MA,183.42999,0.015218
91233,20090507,MA,180.78,-0.011281
91233,20090508,MA,185.08,0.033986
91233,20090511,MA,180.98,-0.006809
91233,20090512,MA,178.2,-0.005772
91233,20090513,MA,170.75999,-0.036948
91233,20090514,MA,173.35001,0.013597
91233,20090515,MA,173.13,-0.008198
91233,20090518,MA,173.39999,0.034462
91233,20090519,MA,166.73,0.004847
91233,20090520,MA,169.63,0.000386
91233,20090521,MA,171.69,-0.013909
91233,20090522,MA,168.36,0.000888
91233,20090526,MA,168.61,0.027228
91233,20090527,MA,167.38,-0.010079
91233,20090528,MA,172.11,0.008296
91233,20090529,MA,176.33,0.014973
91233,20090601,MA,173.73,0.029234
91233,20090602,MA,168.39,0.006477
91233,20090603,MA,167.50999,-0.010874
91233,20090604,MA,168.39999,0.019881
91233,20090605,MA,167.67999,0.001207
91233,20090608,MA,165.97,-0.003553
91233,20090609,MA,168.17999,0.008719
91233,20090610,MA,173.60001,-0.002291
91233,20090611,MA,169.95,0.01081
91233,20090612,MA,167.06,-0.002603
91233,20090615,MA,166.47,-0.023409
91233,20090616,MA,163.56,-0.011482
91233,20090617,MA,164.25999,-0.001874
91233,20090618,MA,163.39,0.003136
91233,20090619,MA,161.35001,0.006317
91233,20090622,MA,156.78,-0.033322
91233,20090623,MA,160.13,-0.00268
91233,20090624,MA,161.06,0.008663
91233,20090625,MA,164.28,0.021953
91233,20090626,MA,168.91,0.009696
91233,20090629,MA,168.14999,0.00262
91233,20090630,MA,167.31,-0.001692
91233,20090701,MA,165.84,0.011727
91233,20090702,MA,166.28,-0.02453
